Key,Type,Desc,Plural,Group,Descriptions,English [en-US],French [fr-FR],German [de-DE],Russian,Portuguese (Brazil),Chinese [zh-CN]
Beyonder_Unit_Vexation_Description_Key,Text,,,,,"Discard a card at random.","Discard a card at random.","Discard a card at random.","Discard a card at random.","Discard a card at random.","Discard a card at random."
Beyonder_Unit_Vexation_Description_Key_Essence,Text,,,,,"Discard a card at random.","Discard a card at random.","Discard a card at random.","Discard a card at random.","Discard a card at random.","Discard a card at random."
Beyonder_Unit_Deathwood_Name_Key,Text,,,,,"Deathwood","Deathwood","Deathwood","Deathwood","Deathwood","Deathwood"
Beyonder_Unit_Deathwood_Description_Key,Text,,,,,"Apply <b>Jitters [effect0.status0.power]</b> to enemy units for each point of [health] this unit has.","Apply <b>Jitters [effect0.status0.power]</b> to enemy units for each point of [health] this unit has.","Apply <b>Jitters [effect0.status0.power]</b> to enemy units for each point of [health] this unit has.","Apply <b>Jitters [effect0.status0.power]</b> to enemy units for each point of [health] this unit has.","Apply <b>Jitters [effect0.status0.power]</b> to enemy units for each point of [health] this unit has.","Apply <b>Jitters [effect0.status0.power]</b> to enemy units for each point of [health] this unit has."
Beyonder_Unit_Deathwood_Lore_Key,Text,,,,,"Don't underestimate plants. They grow like weeds. Try as hard as you may to get rid of them, they always come back. And while you never see them move, one day, all of a sudden, they've taken over your garden. Only, in this case, the garden is your mind, and the weeds are strangling tendrils choking the life out of your sanity. Avoid these things at all costs.","Don't underestimate plants. They grow like weeds. Try as hard as you may to get rid of them, they always come back. And while you never see them move, one day, all of a sudden, they've taken over your garden. Only, in this case, the garden is your mind, and the weeds are strangling tendrils choking the life out of your sanity. Avoid these things at all costs.","Don't underestimate plants. They grow like weeds. Try as hard as you may to get rid of them, they always come back. And while you never see them move, one day, all of a sudden, they've taken over your garden. Only, in this case, the garden is your mind, and the weeds are strangling tendrils choking the life out of your sanity. Avoid these things at all costs.","Don't underestimate plants. They grow like weeds. Try as hard as you may to get rid of them, they always come back. And while you never see them move, one day, all of a sudden, they've taken over your garden. Only, in this case, the garden is your mind, and the weeds are strangling tendrils choking the life out of your sanity. Avoid these things at all costs.","Don't underestimate plants. They grow like weeds. Try as hard as you may to get rid of them, they always come back. And while you never see them move, one day, all of a sudden, they've taken over your garden. Only, in this case, the garden is your mind, and the weeds are strangling tendrils choking the life out of your sanity. Avoid these things at all costs.","Don't underestimate plants. They grow like weeds. Try as hard as you may to get rid of them, they always come back. And while you never see them move, one day, all of a sudden, they've taken over your garden. Only, in this case, the garden is your mind, and the weeds are strangling tendrils choking the life out of your sanity. Avoid these things at all costs."
Beyonder_Unit_Deathwood_Essence_Key,Text,,,,,"<b>Chronic 5</b> and <b>Stalker</b>.","<b>Chronic 5</b> and <b>Stalker</b>.","<b>Chronic 5</b> and <b>Stalker</b>.","<b>Chronic 5</b> and <b>Stalker</b>.","<b>Chronic 5</b> and <b>Stalker</b>.","<b>Chronic 5</b> and <b>Stalker</b>."
Beyonder_Unit_Chutzpah_Name_Key,Text,,,,,"Chutzpah","Chutzpah","Chutzpah","Chutzpah","Chutzpah","Chutzpah"
Beyonder_Unit_Chutzpah_Lore_Key,Text,,,,,"Some veilrich have found a way to sustain themselves off the agony of freshly slain souls. Emotional distress is like a drug to them, and they are often as cruel as possible to maximize it. And yet, the slain souls may yet have the last laugh, for a single moment of introspection, no matter how brief, can prove fatal in the judgmental land of Hell.","Some veilrich have found a way to sustain themselves off the agony of freshly slain souls. Emotional distress is like a drug to them, and they are often as cruel as possible to maximize it. And yet, the slain souls may yet have the last laugh, for a single moment of introspection, no matter how brief, can prove fatal in the judgmental land of Hell.","Some veilrich have found a way to sustain themselves off the agony of freshly slain souls. Emotional distress is like a drug to them, and they are often as cruel as possible to maximize it. And yet, the slain souls may yet have the last laugh, for a single moment of introspection, no matter how brief, can prove fatal in the judgmental land of Hell.","Some veilrich have found a way to sustain themselves off the agony of freshly slain souls. Emotional distress is like a drug to them, and they are often as cruel as possible to maximize it. And yet, the slain souls may yet have the last laugh, for a single moment of introspection, no matter how brief, can prove fatal in the judgmental land of Hell.","Some veilrich have found a way to sustain themselves off the agony of freshly slain souls. Emotional distress is like a drug to them, and they are often as cruel as possible to maximize it. And yet, the slain souls may yet have the last laugh, for a single moment of introspection, no matter how brief, can prove fatal in the judgmental land of Hell.","Some veilrich have found a way to sustain themselves off the agony of freshly slain souls. Emotional distress is like a drug to them, and they are often as cruel as possible to maximize it. And yet, the slain souls may yet have the last laugh, for a single moment of introspection, no matter how brief, can prove fatal in the judgmental land of Hell."
Beyonder_Unit_Chutzpah_Anxiety_Key,Text,,,,,"Dies.","Dies.","Dies.","Dies.","Dies.","Dies."
Beyonder_Unit_Chutzpah_Slay_Key,Text,,,,,"Heal to full.","Heal to full.","Heal to full.","Heal to full.","Heal to full.","Heal to full."
Beyonder_Unit_Chutzpah_Description_Key,Text,,,,,"+2[attack] permanently.","+2[attack] de façon permanente.","Permanent +2[attack].","+2[attack] навсегда.","+2[attack] permanentemente.","永久获得 +2[attack]。"
Beyonder_Unit_Chutzpah_Essence_Key,Text,,,,,"+60[attack] and '<b>Anxiety:</b> -1[attack] permanently.'","+60[attack] and '<b>Anxiety:</b> -1[attack] permanently.'","+60[attack] and '<b>Anxiety:</b> -1[attack] permanently.'","+60[attack] and '<b>Anxiety:</b> -1[attack] permanently.'","+60[attack] and '<b>Anxiety:</b> -1[attack] permanently.'","+60[attack] and '<b>Anxiety:</b> -1[attack] permanently.'"
Beyonder_Unit_Chutzpah_Essence_Anxiety_Key,Text,,,,,"-1[attack] permanently.","-1[attack] de façon permanente.","Permanent -1[attack].","-1[attack] навсегда.","-1[attack] permanentemente.","永久获得 -1[attack]。"
Beyonder_Unit_ApostleoftheVoid_Name_Key,Text,,,,,"Apostle of the Void","Apostle of the Void","Apostle of the Void","Apostle of the Void","Apostle of the Void","Apostle of the Void"
Beyonder_Unit_ApostleoftheVoid_Hysteria_Key,Text,,,,,"Veilrich gain +[effect0.upgrade.bonusdamage][attack] and Undretch die at <b>Mania [effect1.power]</b> or higher.","Veilrich gain +[effect0.upgrade.bonusdamage][attack] and Undretch die at <b>Mania [effect1.power]</b> or higher.","Veilrich gain +[effect0.upgrade.bonusdamage][attack] and Undretch die at <b>Mania [effect1.power]</b> or higher.","Veilrich gain +[effect0.upgrade.bonusdamage][attack] and Undretch die at <b>Mania [effect1.power]</b> or higher.","Veilrich gain +[effect0.upgrade.bonusdamage][attack] and Undretch die at <b>Mania [effect1.power]</b> or higher.","Veilrich gain +[effect0.upgrade.bonusdamage][attack] and Undretch die at <b>Mania [effect1.power]</b> or higher."
Beyonder_Unit_ApostleoftheVoid_Anxiety_Key,Text,,,,,"Undretch gain +[effect0.upgrade.bonushp][health] and Veilrich die at <b>Mania [effect1.power]</b> or less.","Undretch gain +[effect0.upgrade.bonushp][health] and Veilrich die at <b>Mania [effect1.power]</b> or less.","Undretch gain +[effect0.upgrade.bonushp][health] and Veilrich die at <b>Mania [effect1.power]</b> or less.","Undretch gain +[effect0.upgrade.bonushp][health] and Veilrich die at <b>Mania [effect1.power]</b> or less.","Undretch gain +[effect0.upgrade.bonushp][health] and Veilrich die at <b>Mania [effect1.power]</b> or less.","Undretch gain +[effect0.upgrade.bonushp][health] and Veilrich die at <b>Mania [effect1.power]</b> or less."
Beyonder_Unit_ApostleoftheVoid_Lore_Key,Text,,,,,"The most terrifying thing I've ever seen was the writhing husk of a man who thought he could harness the power of the void for himself. Through some unholy ritual he succeeded, but only partially, for chaos can never be tamed, and it is all-corrupting. The result was a partial transformation into a Beyonder, where the two beings are now locked in a perpetual struggle for survival, each seeking desperately to gain the upper hand and assert full control over their warped, twisted, shared body.","The most terrifying thing I've ever seen was the writhing husk of a man who thought he could harness the power of the void for himself. Through some unholy ritual he succeeded, but only partially, for chaos can never be tamed, and it is all-corrupting. The result was a partial transformation into a Beyonder, where the two beings are now locked in a perpetual struggle for survival, each seeking desperately to gain the upper hand and assert full control over their warped, twisted, shared body.","The most terrifying thing I've ever seen was the writhing husk of a man who thought he could harness the power of the void for himself. Through some unholy ritual he succeeded, but only partially, for chaos can never be tamed, and it is all-corrupting. The result was a partial transformation into a Beyonder, where the two beings are now locked in a perpetual struggle for survival, each seeking desperately to gain the upper hand and assert full control over their warped, twisted, shared body.","The most terrifying thing I've ever seen was the writhing husk of a man who thought he could harness the power of the void for himself. Through some unholy ritual he succeeded, but only partially, for chaos can never be tamed, and it is all-corrupting. The result was a partial transformation into a Beyonder, where the two beings are now locked in a perpetual struggle for survival, each seeking desperately to gain the upper hand and assert full control over their warped, twisted, shared body.","The most terrifying thing I've ever seen was the writhing husk of a man who thought he could harness the power of the void for himself. Through some unholy ritual he succeeded, but only partially, for chaos can never be tamed, and it is all-corrupting. The result was a partial transformation into a Beyonder, where the two beings are now locked in a perpetual struggle for survival, each seeking desperately to gain the upper hand and assert full control over their warped, twisted, shared body.","The most terrifying thing I've ever seen was the writhing husk of a man who thought he could harness the power of the void for himself. Through some unholy ritual he succeeded, but only partially, for chaos can never be tamed, and it is all-corrupting. The result was a partial transformation into a Beyonder, where the two beings are now locked in a perpetual struggle for survival, each seeking desperately to gain the upper hand and assert full control over their warped, twisted, shared body."
,,,,,,,,,,,
,,,,,,,,,,,
Veilritch_Boon_05_Description_Key,Text,,,,,"+[effect0.upgrade.bonusdamage][attack].","+[effect0.upgrade.bonusdamage][attack].","+[effect0.upgrade.bonusdamage][attack].","+[effect0.upgrade.bonusdamage][attack].","+[effect0.upgrade.bonusdamage][attack].","+[effect0.upgrade.bonusdamage][attack]."
Veilritch_Boon_05_Description_Key_Essence,Text,,,,,"+6[attack]","+6[attack]","+6[attack]","+6[attack]","+6[attack]","+6[attack]"
Veilritch_Boon_06_Description_Key,Text,,,,,"Apply <b>Jitters [effect0.status0.power]</b> to the front enemy unit.","Apply <b>Jitters [effect0.status0.power]</b> to the front enemy unit.","Apply <b>Jitters [effect0.status0.power]</b> to the front enemy unit.","Apply <b>Jitters [effect0.status0.power]</b> to the front enemy unit.","Apply <b>Jitters [effect0.status0.power]</b> to the front enemy unit.","Apply <b>Jitters [effect0.status0.power]</b> to the front enemy unit."
Veilritch_Boon_06_Description_Key_Essence,Text,,,,,"Apply <b>Jitters 10</b> to the front enemy unit.","Apply <b>Jitters 10</b> to the front enemy unit.","Apply <b>Jitters 10</b> to the front enemy unit.","Apply <b>Jitters 10</b> to the front enemy unit.","Apply <b>Jitters 10</b> to the front enemy unit.","Apply <b>Jitters 10</b> to the front enemy unit."
Veilritch_Boon_07_Description_Key,Text,,,,,"Deal [effect0.power] damage to the front enemy unit.","Deal [effect0.power] damage to the front enemy unit.","Deal [effect0.power] damage to the front enemy unit.","Deal [effect0.power] damage to the front enemy unit.","Deal [effect0.power] damage to the front enemy unit.","Deal [effect0.power] damage to the front enemy unit."
Veilritch_Boon_07_Description_Key_Essence,Text,,,,,"Deal 30 damage to the front enemy unit.","Deal 30 damage to the front enemy unit.","Deal 30 damage to the front enemy unit.","Deal 30 damage to the front enemy unit.","Deal 30 damage to the front enemy unit.","Deal 30 damage to the front enemy unit."
Veilritch_Boon_08_Description_Key,Text,,,,,"+[paramint][attack] per Mania.<br>","+[paramint][attack] per Mania.<br>","+[paramint][attack] per Mania.<br>","+[paramint][attack] per Mania.<br>","+[paramint][attack] per Mania.<br>","+[paramint][attack] per Mania.<br>"
Veilritch_Boon_08_Description_Key_In_Play,Text,,,,,"+[paramint][attack] per Mania.<br>([dynamicint][attack])","+[paramint][attack] per Mania.<br>([dynamicint][attack])","+[paramint][attack] per Mania.<br>([dynamicint][attack])","+[paramint][attack] per Mania.<br>([dynamicint][attack])","+[paramint][attack] per Mania.<br>([dynamicint][attack])","+[paramint][attack] per Mania.<br>([dynamicint][attack])"
Veilritch_Boon_08_Description_Key_Essence,Text,,,,,"+15[attack] per Mania.","+15[attack] per Mania.","+15[attack] per Mania.","+15[attack] per Mania.","+15[attack] per Mania.","+15[attack] per Mania."
CustomRoomStateSelfDamagePerMania,Text,,,,,"Void-Touched","Void-Touched","Void-Touched","Void-Touched","Void-Touched","Void-Touched"
Veilritch_Bane_04_Description_Key,Text,,,,,"[effect0.upgrade.bonushp][health].","[effect0.upgrade.bonushp][health].","[effect0.upgrade.bonushp][health].","[effect0.upgrade.bonushp][health].","[effect0.upgrade.bonushp][health].","[effect0.upgrade.bonushp][health]."
Veilritch_Bane_04_Description_Key_Essence,Text,,,,,"-1[health].","-1[health].","-1[health].","-1[health].","-1[health].","-1[health]."
Veilritch_Bane_05_Description_Key,Text,,,,,"[effect0.upgrade.bonusdamage][attack].","[effect0.upgrade.bonusdamage][attack].","[effect0.upgrade.bonusdamage][attack].","[effect0.upgrade.bonusdamage][attack].","[effect0.upgrade.bonusdamage][attack].","[effect0.upgrade.bonusdamage][attack]."
Veilritch_Bane_05_Description_Key_Essence,Text,,,,,"-1[attack].","-1[attack].","-1[attack].","-1[attack].","-1[attack].","-1[attack]."
Veilritch_Bane_06_Description_Key,Text,,,,,"Gain <b>Jitters [effect0.status0.power]</b>.","Gain <b>Jitters [effect0.status0.power]</b>.","Gain <b>Jitters [effect0.status0.power]</b>.","Gain <b>Jitters [effect0.status0.power]</b>.","Gain <b>Jitters [effect0.status0.power]</b>.","Gain <b>Jitters [effect0.status0.power]</b>."
Veilritch_Bane_06_Description_Key_Essence,Text,,,,,"Gain <b>Jitters 1</b>.","Gain <b>Jitters 1</b>.","Gain <b>Jitters 1</b>.","Gain <b>Jitters 1</b>.","Gain <b>Jitters 1</b>.","Gain <b>Jitters 1</b>."
Veilritch_Bane_07_Description_Key,Text,,,,,"Apply <b>Stealth [effect0.status0.power]</b> to the front enemy unit.","Apply <b>Stealth [effect0.status0.power]</b> to the front enemy unit.","Apply <b>Stealth [effect0.status0.power]</b> to the front enemy unit.","Apply <b>Stealth [effect0.status0.power]</b> to the front enemy unit.","Apply <b>Stealth [effect0.status0.power]</b> to the front enemy unit.","Apply <b>Stealth [effect0.status0.power]</b> to the front enemy unit."
Veilritch_Bane_07_Description_Key_Essence,Text,,,,,"Apply <b>Stealth 1</b> to the front enemy unit.","Apply <b>Stealth 1</b> to the front enemy unit.","Apply <b>Stealth 1</b> to the front enemy unit.","Apply <b>Stealth 1</b> to the front enemy unit.","Apply <b>Stealth 1</b> to the front enemy unit.","Apply <b>Stealth 1</b> to the front enemy unit."
Veilritch_Bane_08_Description_Key,Text,,,,,"[effect0.upgrade.bonushp][health] to friendly units.","[effect0.upgrade.bonushp][health] to friendly units.","[effect0.upgrade.bonushp][health] to friendly units.","[effect0.upgrade.bonushp][health] to friendly units.","[effect0.upgrade.bonushp][health] to friendly units.","[effect0.upgrade.bonushp][health] to friendly units."
Veilritch_Bane_08_Description_Key_Essence,Text,,,,,"-1[health] to friendly units.","-1[health] to friendly units.","-1[health] to friendly units.","-1[health] to friendly units.","-1[health] to friendly units.","-1[health] to friendly units."
Undretch_Boon_00_Description_Key,Text,,,,,"Heal [effect0.power] and deal damage to enemy units equal to twice the amount healed.","Heal [effect0.power] and deal damage to enemy units equal to twice the amount healed.","Heal [effect0.power] and deal damage to enemy units equal to twice the amount healed.","Heal [effect0.power] and deal damage to enemy units equal to twice the amount healed.","Heal [effect0.power] and deal damage to enemy units equal to twice the amount healed.","Heal [effect0.power] and deal damage to enemy units equal to twice the amount healed."
Undretch_Boon_00_Description_Key_Essence,Text,,,,,"Heal 5 and deal damage to enemy units equal to twice the amount healed.","Heal 5 and deal damage to enemy units equal to twice the amount healed.","Heal 5 and deal damage to enemy units equal to twice the amount healed.","Heal 5 and deal damage to enemy units equal to twice the amount healed.","Heal 5 and deal damage to enemy units equal to twice the amount healed.","Heal 5 and deal damage to enemy units equal to twice the amount healed."
Undretch_Boon_02_Description_Key,Text,,,,,"+[effect0.upgrade.bonushp][health].","+[effect0.upgrade.bonushp][health].","+[effect0.upgrade.bonushp][health].","+[effect0.upgrade.bonushp][health].","+[effect0.upgrade.bonushp][health].","+[effect0.upgrade.bonushp][health]."
Undretch_Boon_02_Description_Key_Essence,Text,,,,,"+6[health].","+6[health].","+6[health].","+6[health].","+6[health].","+6[health]."
Undretch_Boon_03_Description_Key,Text,,,,,"Gain <b>Stealth [effect0.status0.power]</b>.","Gain <b>Stealth [effect0.status0.power]</b>.","Gain <b>Stealth [effect0.status0.power]</b>.","Gain <b>Stealth [effect0.status0.power]</b>.","Gain <b>Stealth [effect0.status0.power]</b>.","Gain <b>Stealth [effect0.status0.power]</b>."
Undretch_Boon_03_Description_Key_Essence,Text,,,,,"Gain <b>Stealth 1</b>.","Gain <b>Stealth 1</b>.","Gain <b>Stealth 1</b>.","Gain <b>Stealth 1</b>.","Gain <b>Stealth 1</b>.","Gain <b>Stealth 1</b>."
Undretch_Boon_04_Description_Key,Text,,,,,"Apply <b>Chronic [effect0.status0.power]</b> to friendly units.","Apply <b>Chronic [effect0.status0.power]</b> to friendly units.","Apply <b>Chronic [effect0.status0.power]</b> to friendly units.","Apply <b>Chronic [effect0.status0.power]</b> to friendly units.","Apply <b>Chronic [effect0.status0.power]</b> to friendly units.","Apply <b>Chronic [effect0.status0.power]</b> to friendly units."
Undretch_Boon_04_Description_Key_Essence,Text,,,,,"Apply <b>Chronic 1</b> to friendly units.","Apply <b>Chronic 1</b> to friendly units.","Apply <b>Chronic 1</b> to friendly units.","Apply <b>Chronic 1</b> to friendly units.","Apply <b>Chronic 1</b> to friendly units.","Apply <b>Chronic 1</b> to friendly units."
Undretch_Boon_05_Description_Key,Text,,,,,"+[effect0.power][ember].","+[effect0.power][ember].","+[effect0.power][ember].","+[effect0.power][ember].","+[effect0.power][ember].","+[effect0.power][ember]."
Undretch_Boon_05_Description_Key_Essence,Text,,,,,"+1[ember].","+1[ember].","+1[ember].","+1[ember].","+1[ember].","+1[ember]."
Undretch_Boon_06_Description_Key,Text,,,,,"Apply <b>Jitters [effect0.status0.power]</b> to enemy units for each <b>Mania</b> below 0.","Apply <b>Jitters [effect0.status0.power]</b> to enemy units for each <b>Mania</b> below 0.","Apply <b>Jitters [effect0.status0.power]</b> to enemy units for each <b>Mania</b> below 0.","Apply <b>Jitters [effect0.status0.power]</b> to enemy units for each <b>Mania</b> below 0.","Apply <b>Jitters [effect0.status0.power]</b> to enemy units for each <b>Mania</b> below 0.","Apply <b>Jitters [effect0.status0.power]</b> to enemy units for each <b>Mania</b> below 0."
Undretch_Boon_06_Description_Key_Essence,Text,,,,,"Apply <b>Jitters 3</b> to enemy units for each <b>Mania</b> below 0.","Apply <b>Jitters 3</b> to enemy units for each <b>Mania</b> below 0.","Apply <b>Jitters 3</b> to enemy units for each <b>Mania</b> below 0.","Apply <b>Jitters 3</b> to enemy units for each <b>Mania</b> below 0.","Apply <b>Jitters 3</b> to enemy units for each <b>Mania</b> below 0.","Apply <b>Jitters 3</b> to enemy units for each <b>Mania</b> below 0."
Undretch_Bane_03_Description_Key,Text,,,,,"[effect0.upgrade.bonusdamage][attack]","[effect0.upgrade.bonusdamage][attack]","[effect0.upgrade.bonusdamage][attack]","[effect0.upgrade.bonusdamage][attack]","[effect0.upgrade.bonusdamage][attack]","[effect0.upgrade.bonusdamage][attack]"
Undretch_Bane_03_Description_Key_Essence,Text,,,,,"-1[attack]","-1[attack]","-1[attack]","-1[attack]","-1[attack]","-1[attack]"
Undretch_Bane_04_Description_Key,Text,,,,,"[effect0.upgrade.bonushp][health]","[effect0.upgrade.bonushp][health]","[effect0.upgrade.bonushp][health]","[effect0.upgrade.bonushp][health]","[effect0.upgrade.bonushp][health]","[effect0.upgrade.bonushp][health]"
Undretch_Bane_04_Description_Key_Essence,Text,,,,,"-1[health]","-1[health]","-1[health]","-1[health]","-1[health]","-1[health]"
Undretch_Bane_05_Description_Key,Text,,,,,"Gain <b>Jitters [effect0.status0.power]</b>.","Gain <b>Jitters [effect0.status0.power]</b>.","Gain <b>Jitters [effect0.status0.power]</b>.","Gain <b>Jitters [effect0.status0.power]</b>.","Gain <b>Jitters [effect0.status0.power]</b>.","Gain <b>Jitters [effect0.status0.power]</b>."
Undretch_Bane_05_Description_Key_Essence,Text,,,,,"Gain <b>Jitters 1</b>.","Gain <b>Jitters 1</b>.","Gain <b>Jitters 1</b>.","Gain <b>Jitters 1</b>.","Gain <b>Jitters 1</b>.","Gain <b>Jitters 1</b>."
Undretch_Bane_06_Description_Key,Text,,,,,"Ascend the front enemy unit.","Ascend the front enemy unit.","Ascend the front enemy unit.","Ascend the front enemy unit.","Ascend the front enemy unit.","Ascend the front enemy unit."
Undretch_Bane_06_Description_Key_Essence,Text,,,,,"Ascend the front enemy unit.","Ascend the front enemy unit.","Ascend the front enemy unit.","Ascend the front enemy unit.","Ascend the front enemy unit.","Ascend the front enemy unit."
Undretch_Bane_09_Description_Key,Text,,,,,"Draw [effect0.power] cards next turn.","Draw [effect0.power] cards next turn.","Draw [effect0.power] cards next turn.","Draw [effect0.power] cards next turn.","Draw [effect0.power] cards next turn.","Draw [effect0.power] cards next turn."
Undretch_Bane_09_Description_Key_Essence,Text,,,,,"Draw -2 cards next turn.","Draw -2 cards next turn.","Draw -2 cards next turn.","Draw -2 cards next turn.","Draw -2 cards next turn.","Draw -2 cards next turn."
,,,,,,,,,,,
,,,,,,,,,,,
Beyonder_Artifact_TearInReality_Name_Key,Text,,,,,"Warped Reality","Warped Reality","Warped Reality","Warped Reality","Warped Reality","Warped Reality"
Beyonder_Artifact_TearInReality_Description_Key,Text,,,,,"Increase the <b>Entropic</b> multiplier to 3.","Increase the <b>Entropic</b> multiplier to 3.","Increase the <b>Entropic</b> multiplier to 3.","Increase the <b>Entropic</b> multiplier to 3.","Increase the <b>Entropic</b> multiplier to 3.","Increase the <b>Entropic</b> multiplier to 3."
Beyonder_Artifact_TearInReality_Lore_Key,Text,,,,,"Why does the Last Divinity keep resetting the timeline? What does he hope to gain? He could pick any one path in which the pyre is destroyed and Heaven emerges triumphant to be the one true reality but he does not. Is it penance? Guilt? Punishment? Whatever the reason for this nonsense, one thing is for sure. Reality itself can't handle the repeated resets and it's tearing at the seams. Whatever the Divinity's goals are, I fear we may never live to see them, because we'll all go stark-raving mad.","Why does the Last Divinity keep resetting the timeline? What does he hope to gain? He could pick any one path in which the pyre is destroyed and Heaven emerges triumphant to be the one true reality but he does not. Is it penance? Guilt? Punishment? Whatever the reason for this nonsense, one thing is for sure. Reality itself can't handle the repeated resets and it's tearing at the seams. Whatever the Divinity's goals are, I fear we may never live to see them, because we'll all go stark-raving mad.","Why does the Last Divinity keep resetting the timeline? What does he hope to gain? He could pick any one path in which the pyre is destroyed and Heaven emerges triumphant to be the one true reality but he does not. Is it penance? Guilt? Punishment? Whatever the reason for this nonsense, one thing is for sure. Reality itself can't handle the repeated resets and it's tearing at the seams. Whatever the Divinity's goals are, I fear we may never live to see them, because we'll all go stark-raving mad.","Why does the Last Divinity keep resetting the timeline? What does he hope to gain? He could pick any one path in which the pyre is destroyed and Heaven emerges triumphant to be the one true reality but he does not. Is it penance? Guilt? Punishment? Whatever the reason for this nonsense, one thing is for sure. Reality itself can't handle the repeated resets and it's tearing at the seams. Whatever the Divinity's goals are, I fear we may never live to see them, because we'll all go stark-raving mad.","Why does the Last Divinity keep resetting the timeline? What does he hope to gain? He could pick any one path in which the pyre is destroyed and Heaven emerges triumphant to be the one true reality but he does not. Is it penance? Guilt? Punishment? Whatever the reason for this nonsense, one thing is for sure. Reality itself can't handle the repeated resets and it's tearing at the seams. Whatever the Divinity's goals are, I fear we may never live to see them, because we'll all go stark-raving mad.","Why does the Last Divinity keep resetting the timeline? What does he hope to gain? He could pick any one path in which the pyre is destroyed and Heaven emerges triumphant to be the one true reality but he does not. Is it penance? Guilt? Punishment? Whatever the reason for this nonsense, one thing is for sure. Reality itself can't handle the repeated resets and it's tearing at the seams. Whatever the Divinity's goals are, I fear we may never live to see them, because we'll all go stark-raving mad."
Beyonder_Artifact_TearInReality_Entropic_Keyword_Title,Text,,,,,"Entropic","Entropic","Entropic","Entropic","Entropic","Entropic"
Beyonder_Artifact_TearInReality_Entropic_Keyword_Description,Text,,,,,"Entropic spells multiply damage and status effects during <b>Insanity</b>.","Entropic spells multiply damage and status effects during <b>Insanity</b>.","Entropic spells multiply damage and status effects during <b>Insanity</b>.","Entropic spells multiply damage and status effects during <b>Insanity</b>.","Entropic spells multiply damage and status effects during <b>Insanity</b>.","Entropic spells multiply damage and status effects during <b>Insanity</b>."
Beyonder_Artifact_UnSeeingEye_Name_Key,Text,,,,,"The Unseeing Eye","The Unseeing Eye","The Unseeing Eye","The Unseeing Eye","The Unseeing Eye","The Unseeing Eye"
Beyonder_Artifact_UnSeeingEye_Description_Key,Text,,,,,"Allied starter cards will be <b>Afflictive</b> or <b>Compulsive</b>, to balance the <b>Beyonder</b> starter card.","Allied starter cards will be <b>Afflictive</b> or <b>Compulsive</b>, to balance the <b>Beyonder</b> starter card.","Allied starter cards will be <b>Afflictive</b> or <b>Compulsive</b>, to balance the <b>Beyonder</b> starter card.","Allied starter cards will be <b>Afflictive</b> or <b>Compulsive</b>, to balance the <b>Beyonder</b> starter card.","Allied starter cards will be <b>Afflictive</b> or <b>Compulsive</b>, to balance the <b>Beyonder</b> starter card.","Allied starter cards will be <b>Afflictive</b> or <b>Compulsive</b>, to balance the <b>Beyonder</b> starter card."
Beyonder_Artifact_UnSeeingEye_Lore_Key,Text,,,,,"Things that have been seen cannot be unseen, unless you have this eye. This eye lets you unsee things.","Things that have been seen cannot be unseen, unless you have this eye. This eye lets you unsee things.","Things that have been seen cannot be unseen, unless you have this eye. This eye lets you unsee things.","Things that have been seen cannot be unseen, unless you have this eye. This eye lets you unsee things.","Things that have been seen cannot be unseen, unless you have this eye. This eye lets you unsee things.","Things that have been seen cannot be unseen, unless you have this eye. This eye lets you unsee things."
Beyonder_Artifact_BrainBleach_Name_Key,Text,,,,,"Brain Bleach","Brain Bleach","Brain Bleach","Brain Bleach","Brain Bleach","Brain Bleach"
Beyonder_Artifact_BrainBleach_Description_Key,Text,,,,,"<b>Mutation</b> spells cost -2[ember].","<b>Mutation</b> spells cost -2[ember].","<b>Mutation</b> spells cost -2[ember].","<b>Mutation</b> spells cost -2[ember].","<b>Mutation</b> spells cost -2[ember].","<b>Mutation</b> spells cost -2[ember]."
